subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Adults,3/2/2018,7/28/2017,8/1/2017,Ipsos,A-,3132,a,.2186793,0,38.2,29.8,44.15686,35.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50052,79410,8/2/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,7/29/2017,8/2/2017,Ipsos,A-,2016,a,.1406617,0,37,30.1,42.95686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50051,79409,8/3/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,7/30/2017,8/3/2017,Ipsos,A-,1683,a,.1173579,0,36.1,30.1,42.05686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50050,79408,8/4/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,7/31/2017,8/4/2017,Ipsos,A-,1660,a,.1156715,0,36.1,30.8,42.05686,36.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50063,79407,8/5/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/1/2017,8/5/2017,Ipsos,A-,1601,a,.1114727,0,38,29.7,43.95686,35.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50062,79406,8/6/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/2/2017,8/6/2017,Ipsos,A-,1588,a,.1104826,0,38.7,28.7,44.65686,34.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50061,79405,8/7/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/3/2017,8/7/2017,Ipsos,A-,1605,a,.1115964,0,38.8,29.2,44.75686,35.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50060,79404,8/8/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/3/2017,8/6/2017,CNN/SSRS,"",1018,a,1.437482,0,51,40,47.39246,38.10838,"","",http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78693,8/7/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/4/2017,8/8/2017,Ipsos,A-,1674,a,.1163177,0,40.8,29.3,46.75686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50076,79403,8/9/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/5/2017,8/9/2017,Ipsos,A-,1707,a,.1185393,0,40.5,29.2,46.45686,35.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50075,79402,8/10/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/6/2017,8/10/2017,Ipsos,A-,1732,a,.1202187,0,39.2,29.4,45.15686,35.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50074,79401,8/11/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/7/2017,8/11/2017,Ipsos,A-,1768,a,.1226558,0,38.8,29.8,44.75686,35.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50089,79400,8/12/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/8/2017,8/12/2017,Ipsos,A-,1690,a,.1171694,0,37.8,29.6,43.75686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50088,79399,8/13/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/9/2017,8/13/2017,Ipsos,A-,1631,a,.1130066,0,37.1,29.1,43.05686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50087,79398,8/14/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/10/2017,8/14/2017,Ipsos,A-,1606,a,.1112039,0,37.9,28.6,43.85686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50086,79397,8/15/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/11/2017,8/15/2017,Ipsos,A-,1590,a,.1100228,0,37.6,28.7,43.55686,34.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50105,79396,8/16/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/12/2017,8/16/2017,Ipsos,A-,2020,a,.1396829,0,38.4,27.8,44.35686,33.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50104,79395,8/17/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/13/2017,8/17/2017,Ipsos,A-,2342,a,.1618873,0,38.6,28.3,44.55686,34.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50103,79394,8/18/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/14/2017,8/18/2017,Ipsos,A-,2753,a,.1902925,0,37.6,28.6,43.55686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50120,79393,8/19/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/15/2017,8/19/2017,Ipsos,A-,3143,a,.217299,0,37.6,29,43.55686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50119,79392,8/20/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/16/2017,8/20/2017,Ipsos,A-,3447,a,.2384976,0,37.9,29,43.85686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50118,79391,8/21/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/17/2017,8/21/2017,Ipsos,A-,3032,a,.2101204,0,37,29.3,42.95686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50117,79390,8/22/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/18/2017,8/22/2017,Ipsos,A-,2749,a,.1909146,0,37.1,29.1,43.05686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50136,79389,8/23/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/19/2017,8/23/2017,Ipsos,A-,2419,a,.1684412,0,37.4,29.3,43.35686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50135,79388,8/24/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/20/2017,8/24/2017,Ipsos,A-,2086,a,.1457303,0,37.2,29.3,43.15686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50134,79387,8/25/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/21/2017,8/25/2017,Ipsos,A-,1918,a,.1344931,0,38.9,29.5,44.85686,35.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50148,79386,8/26/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/22/2017,8/26/2017,Ipsos,A-,1596,a,.1123686,0,39.6,29.9,45.55686,35.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50147,79385,8/27/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/23/2017,8/27/2017,Ipsos,A-,1261,a,.0891456,0,39.8,29.3,45.75686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50146,79384,8/28/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/24/2017,8/28/2017,Ipsos,A-,1795,a,.1273758,0,37.7,30.4,43.65686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50145,79383,8/29/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/25/2017,8/29/2017,Ipsos,A-,1768,a,.1259672,0,37,29.6,42.95686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50162,79382,8/30/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/26/2017,8/30/2017,Ipsos,A-,1667,a,.1192766,0,35.6,30.4,41.55686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50161,79381,8/31/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/27/2017,8/31/2017,Ipsos,A-,2060,a,.1480306,0,35.8,31.5,41.75686,37.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50160,79380,9/1/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/28/2017,9/1/2017,Ipsos,A-,2383,a,.1720591,0,36.8,31.3,42.75686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50174,79379,9/2/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/29/2017,9/2/2017,Ipsos,A-,1832,a,.1330159,0,37.7,32.1,43.65686,37.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50173,79378,9/3/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/30/2017,9/3/2017,Ipsos,A-,1734,a,.1266363,0,38.3,33.5,44.25686,39.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50172,79377,9/4/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,8/31/2017,9/4/2017,Ipsos,A-,1746,a,.128281,0,37.9,33,43.85686,38.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50171,79376,9/5/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/1/2017,9/5/2017,Ipsos,A-,1674,a,.1237576,0,37.6,31.6,43.55686,37.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50185,79375,9/6/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/2/2017,9/6/2017,Ipsos,A-,1686,a,.1253295,0,35.7,32.4,41.65686,38.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50184,79374,9/7/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/3/2017,9/7/2017,Ipsos,A-,1658,a,.1237994,0,36.3,31.7,42.25686,37.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50183,79373,9/8/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/4/2017,9/8/2017,Ipsos,A-,1723,a,.1290567,0,36.8,31.4,42.75686,37.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50197,79372,9/9/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/5/2017,9/9/2017,Ipsos,A-,1696,a,.1272353,0,36.4,31.1,42.35686,36.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50196,79371,9/10/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/6/2017,9/10/2017,Ipsos,A-,1673,a,.1254825,0,36.8,29.6,42.75686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50195,79370,9/11/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/7/2017,9/11/2017,Ipsos,A-,1679,a,.1257686,0,38.6,29,44.55686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50194,79369,9/12/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/8/2017,9/12/2017,Ipsos,A-,1671,a,.1249044,0,39.4,28.5,45.35686,34.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50210,79368,9/13/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/9/2017,9/13/2017,Ipsos,A-,1703,a,.1269548,0,38.8,28.2,44.75686,34.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50209,79367,9/14/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/10/2017,9/14/2017,Ipsos,A-,1699,a,.1262807,0,38.7,28.4,44.65686,34.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50208,79366,9/15/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/11/2017,9/15/2017,Ipsos,A-,1615,a,.119671,0,38.8,29.2,44.75686,35.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50224,79365,9/16/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/12/2017,9/16/2017,Ipsos,A-,1610,a,.1189256,0,37.2,29.3,43.15686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50223,79364,9/17/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/13/2017,9/17/2017,Ipsos,A-,1585,a,.1167204,0,37.1,29,43.05686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50222,79363,9/18/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/14/2017,9/18/2017,NBC News/Wall Street Journal,A-,900,a,1.571488,0,48,42,46.78996,40.26299,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78934,9/19/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/14/2017,9/18/2017,Ipsos,A-,1560,a,.1145503,0,38.1,28.3,44.05686,34.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50221,79362,9/19/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/15/2017,9/19/2017,Ipsos,A-,1557,a,.1139924,0,37.7,30.1,43.65686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50239,79361,9/20/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/16/2017,9/20/2017,Ipsos,A-,1626,a,.1186798,0,38.2,30,44.15686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50238,79360,9/21/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/17/2017,9/21/2017,Ipsos,A-,1625,a,.1182451,0,39.2,29.6,45.15686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50237,79359,9/22/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/17/2017,9/20/2017,CNN/SSRS,"",1053,a,1.309459,0,50,41,46.39246,39.10838,"","",http://i2.cdn.turner.com/cnn/2017/images/09/24/poll.-.parties.and.2018.pdf.pdf,50233,78951,9/21/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/18/2017,9/22/2017,Ipsos,A-,1660,a,.1204043,0,39.7,28.5,45.65686,34.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50255,79358,9/23/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/19/2017,9/23/2017,Ipsos,A-,1667,a,.1204907,0,39.4,28.6,45.35686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50254,79357,9/24/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/20/2017,9/24/2017,Ipsos,A-,1643,a,.118342,0,38.3,29.1,44.25686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50253,79356,9/25/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/21/2017,9/25/2017,Ipsos,A-,1663,a,.1193677,0,36.5,30.3,42.45686,36.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50252,79355,9/26/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/22/2017,9/26/2017,Ipsos,A-,3439,a,.2459959,0,36.9,29.7,42.85686,35.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50268,79354,9/27/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/23/2017,9/27/2017,Ipsos,A-,3443,a,.2458855,0,36.1,30,42.05686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50267,79353,9/28/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/24/2017,9/28/2017,Ipsos,A-,3456,a,.2468516,0,36.1,30.4,42.05686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50266,79352,9/29/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/25/2017,9/29/2017,Ipsos,A-,3568,a,.2553324,0,36.4,29.9,42.35686,35.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50280,79351,9/30/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/26/2017,9/30/2017,Ipsos,A-,3551,a,.2550255,0,36.8,29.8,42.75686,35.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50279,79350,10/1/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/27/2017,10/1/2017,Ipsos,A-,1728,a,.124748,0,36.2,30.6,42.15686,36.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50278,79349,10/2/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/28/2017,10/2/2017,Ipsos,A-,1706,a,.1237599,0,36.8,30.1,42.75686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50277,79348,10/3/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/29/2017,10/3/2017,Ipsos,A-,1661,a,.1210468,0,37.7,30,43.65686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50296,79347,10/4/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,9/30/2017,10/4/2017,Ipsos,A-,1555,a,.1138033,0,37.6,30,43.55686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50295,79346,10/5/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/1/2017,10/5/2017,Ipsos,A-,1516,a,.1113857,0,38.4,29,44.35686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50294,79345,10/6/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/2/2017,10/6/2017,Ipsos,A-,1547,a,.1140814,0,38.1,28.6,44.05686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50327,79344,10/7/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/3/2017,10/7/2017,Ipsos,A-,1507,a,.1115278,0,36.9,28.9,42.85686,34.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50343,79343,10/8/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/4/2017,10/8/2017,Ipsos,A-,1523,a,.1130992,0,36.9,29,42.85686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50342,79342,10/9/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/5/2017,10/9/2017,Ipsos,A-,1529,a,.1139185,0,36.6,29.2,42.55686,35.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50341,79341,10/10/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/6/2017,10/10/2017,Ipsos,A-,1585,a,.1184634,0,36.4,29.3,42.35686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50326,79340,10/11/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/7/2017,10/11/2017,Ipsos,A-,1588,a,.1190529,0,36.3,29.1,42.25686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50325,79339,10/12/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/8/2017,10/12/2017,Ipsos,A-,1611,a,.1211443,0,37.2,28.7,43.15686,34.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50324,79338,10/13/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/9/2017,10/13/2017,Ipsos,A-,1611,a,.12149,0,35.7,28.6,41.65686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50340,79337,10/14/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/10/2017,10/14/2017,Ipsos,A-,1581,a,.1195503,0,36.4,29.4,42.35686,35.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50339,79336,10/15/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/11/2017,10/15/2017,Ipsos,A-,1575,a,.1193978,0,36.5,29.1,42.45686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50338,79335,10/16/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/12/2017,10/15/2017,CNN/SSRS,"",1010,a,1.197774,0,51,37,47.39246,35.10838,"","","http://i2.cdn.turner.com/cnn/2017/images/10/17/rel10b.-.trump,.guns.pdf",50336,79084,10/16/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/12/2017,10/16/2017,Ipsos,A-,1637,a,.1243922,0,36.9,30.6,42.85686,36.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50337,79334,10/17/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/13/2017,10/17/2017,Ipsos,A-,1678,a,.1277901,0,37.2,30.9,43.15686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50359,79333,10/18/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/14/2017,10/18/2017,Ipsos,A-,1693,a,.1291087,0,38.1,30.9,44.05686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50358,79332,10/19/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/15/2017,10/19/2017,Ipsos,A-,1701,a,.129783,0,37.7,29.4,43.65686,35.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50357,79331,10/20/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/16/2017,10/20/2017,Ipsos,A-,1969,a,.1501719,0,36.4,29.2,42.35686,35.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50373,79330,10/21/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/17/2017,10/21/2017,Ipsos,A-,2109,a,.1606861,0,36,29.2,41.95686,35.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50372,79329,10/22/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/18/2017,10/22/2017,Ipsos,A-,2343,a,.1782628,0,36.1,28.5,42.05686,34.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50371,79328,10/23/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/19/2017,10/23/2017,Ipsos,A-,2318,a,.1762489,0,36.7,27.6,42.65686,33.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50370,79327,10/24/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/20/2017,10/24/2017,Ipsos,A-,2355,a,.1790887,0,36.6,27.6,42.55686,33.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50387,79326,10/25/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/21/2017,10/25/2017,Ipsos,A-,2071,a,.1576509,0,37.6,27.7,43.55686,33.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50386,79325,10/26/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/18/2017,10/30/2017,Public Religion Research Institute,"",2109,a,2.20732,0,43,35,43.33706,34.8864,"","",https://www.prri.org/wp-content/uploads/2017/12/2017-AVS-Topline-FINAL.pdf,50632,79912,10/31/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/22/2017,10/26/2017,Ipsos,A-,1870,a,.1425759,0,37.8,26.8,43.75686,32.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50385,79324,10/27/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/23/2017,10/27/2017,Ipsos,A-,1750,a,.1336848,0,37.2,28.6,43.15686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50401,79508,10/28/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/24/2017,10/28/2017,Ipsos,A-,1735,a,.132821,0,35.6,30.3,41.55686,36.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50400,79507,10/29/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/25/2017,10/29/2017,Ipsos,A-,1743,a,.1337458,0,36.5,29.9,42.45686,35.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50399,79506,10/30/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/26/2017,10/30/2017,Ipsos,A-,1768,a,.1360113,0,37.7,29.6,43.65686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50398,79505,10/31/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/27/2017,10/31/2017,Ipsos,A-,1802,a,.1390184,0,39.9,30.9,45.85686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50415,79544,11/1/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/28/2017,11/1/2017,Ipsos,A-,1593,a,.1232722,0,40.9,30,46.85686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50414,79543,11/2/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/29/2017,11/2/2017,Ipsos,A-,1910,a,.1482697,0,43.2,28.5,49.15686,34.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50413,79542,11/3/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/30/2017,11/3/2017,Ipsos,A-,1858,a,.1447459,0,42.1,28.9,48.05686,34.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50429,79564,11/4/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,10/31/2017,11/4/2017,Ipsos,A-,1818,a,.1421714,0,40.7,28.3,46.65686,34.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50428,79563,11/5/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/1/2017,11/5/2017,Ipsos,A-,1769,a,.1388974,0,38.9,27.7,44.85686,33.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50427,79562,11/6/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/2/2017,11/5/2017,CNN/SSRS,"",1021,a,1.259006,0,50,38,46.39246,36.10838,"","",http://cdn.cnn.com/cnn/2017/images/11/07/rel11b_-_2018_and_taxes.pdf,50422,79570,11/6/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/2/2017,11/6/2017,Ipsos,A-,1860,a,.1466458,0,38.9,29,44.85686,34.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50426,79561,11/7/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/3/2017,11/7/2017,Ipsos,A-,1573,a,.124519,0,38.4,29.6,44.35686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50436,79584,11/8/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/4/2017,11/8/2017,Ipsos,A-,1608,a,.1277397,0,38.6,30.7,44.55686,36.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50435,79583,11/9/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/5/2017,11/9/2017,Ipsos,A-,1644,a,.1310042,0,38.4,30.1,44.35686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50452,79615,11/10/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/6/2017,11/10/2017,Ipsos,A-,1648,a,.1316801,0,39.5,29.5,45.45686,35.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50451,79614,11/11/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/7/2017,11/11/2017,Ipsos,A-,1580,a,.1265282,0,39.7,28.7,45.65686,34.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50450,79613,11/12/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/8/2017,11/12/2017,Ipsos,A-,1533,a,.122993,0,38.4,28.8,44.35686,34.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50449,79612,11/13/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/9/2017,11/13/2017,Ipsos,A-,1536,a,.1234055,0,38.2,28.5,44.15686,34.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50448,79611,11/14/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/10/2017,11/14/2017,Ipsos,A-,1525,a,.1226416,0,38.2,30.6,44.15686,36.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50482,79673,11/15/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/11/2017,11/15/2017,Ipsos,A-,1565,a,.1259268,0,38.1,30.9,44.05686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50481,79672,11/16/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/12/2017,11/16/2017,Ipsos,A-,1629,a,.1311173,0,37.6,30.9,43.55686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50480,79671,11/17/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/13/2017,11/17/2017,Ipsos,A-,1666,a,.1341327,0,38.3,30.4,44.25686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50498,79705,11/18/2017,18:00:12  2 Mar 2018
